function_call,dictionary
get_shopping_list,"{'name': 'get_shopping_list', 'description': 'Get the shopping list for a specific store', 'parameters': {'type': 'object', 'properties': {'store': {'type': 'string', 'description': 'The name of the store'}}, 'required': ['store']}}"
get_exercise_recommendations,"{'name': 'get_exercise_recommendations', 'description': 'Get exercise recommendations based on user preferences', 'parameters': {'type': 'object', 'properties': {'age': {'type': 'integer', 'description': 'The age of the user'}, 'gender': {'type': 'string', 'description': 'The gender of the user'}, 'fitness_level': {'type': 'string', 'description': 'The fitness level of the user'}}, 'required': ['age', 'gender', 'fitness_level']}}"
check_internet_speed,"{'name': 'check_internet_speed', 'description': 'Check the speed of the internet connection', 'parameters': {}}"
find_shopping_mall,"{'name': 'find_shopping_mall', 'description': 'Find the nearest shopping mall', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The current location'}}, 'required': ['location']}}"
read_file,"{'name': 'read_file', 'description': 'Read the contents of a file', 'parameters': {'type': 'object', 'properties': {'file_path': {'type': 'string', 'description': 'The path of the file to read'}}, 'required': ['file_path']}}"
random_number_generator,"{'name': 'random_number_generator', 'description': 'Generate a random number within a specific range', 'parameters': {'type': 'object', 'properties': {'min': {'type': 'number', 'description': 'The minimum value of the range'}, 'max': {'type': 'number', 'description': 'The maximum value of the range'}}, 'required': ['min', 'max']}}"
save_note,"{'name': 'save_note', 'description': 'Save a new note', 'parameters': {'type': 'object', 'properties': {'note': {'type': 'string', 'description': 'The content of the note'}}, 'required': ['note']}}"
convert_celsius_to_fahrenheit,"{'name': 'convert_celsius_to_fahrenheit', 'description': 'Convert temperature from Celsius to Fahrenheit', 'parameters': {'type': 'object', 'properties': {'celsius': {'type': 'number', 'description': 'The temperature in Celsius'}}, 'required': ['celsius']}}"
search_artists,"{'name': 'search_artists', 'description': 'Search for artists based on name or genre', 'parameters': {'type': 'object', 'properties': {'keyword': {'type': 'string', 'description': 'The keyword to search for in artist names or genres'}, 'genre': {'type': 'string', 'description': 'The genre of artists to search for'}}, 'required': []}}"
perform_sentiment_analysis,"{'name': 'perform_sentiment_analysis', 'description': 'Perform sentiment analysis on a given text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to analyze'}, 'language': {'type': 'string', 'description': 'The language of the text'}}, 'required': ['text']}}"
calculate_daily_calorie_intake,"{'name': 'calculate_daily_calorie_intake', 'description': 'Calculate the recommended daily calorie intake', 'parameters': {'type': 'object', 'properties': {'gender': {'type': 'string', 'description': 'The gender (e.g., male, female)'}, 'age': {'type': 'integer', 'description': 'The age in years'}, 'weight': {'type': 'number', 'description': 'The weight in kilograms'}, 'height': {'type': 'number', 'description': 'The height in centimeters'}, 'activity_level': {'type': 'string', 'description': 'The activity level (e.g., sedentary, moderately active, active)'}}, 'required': ['gender', 'age', 'weight', 'height', 'activity_level']}}"
calculate_age_in_months,"{'name': 'calculate_age_in_months', 'description': 'Calculate the age in months based on the birthdate', 'parameters': {'type': 'object', 'properties': {'birthdate': {'type': 'string', 'description': 'The birthdate in format YYYY-MM-DD'}}, 'required': ['birthdate']}}"
download_file,"{'name': 'download_file', 'description': 'Download a file from a given URL', 'parameters': {'type': 'object', 'properties': {'url': {'type': 'string', 'description': 'The URL of the file to be downloaded'}, 'destination': {'type': 'string', 'description': 'The destination path to save the downloaded file'}}, 'required': ['url', 'destination']}}"
calculate_elapsed_time,"{'name': 'calculate_elapsed_time', 'description': 'Calculate the elapsed time between two timestamps', 'parameters': {'type': 'object', 'properties': {'start_timestamp': {'type': 'string', 'format': 'date-time', 'description': 'The start timestamp'}, 'end_timestamp': {'type': 'string', 'format': 'date-time', 'description': 'The end timestamp'}}, 'required': ['start_timestamp', 'end_timestamp']}}"
calculate_rectangle_perimeter,"{'name': 'calculate_rectangle_perimeter', 'description': 'Calculate the perimeter of a rectangle', 'parameters': {'type': 'object', 'properties': {'width': {'type': 'number', 'description': 'The width of the rectangle'}, 'height': {'type': 'number', 'description': 'The height of the rectangle'}}, 'required': ['width', 'height']}}"
calculate_battery_life,"{'name': 'calculate_battery_life', 'description': 'Calculate the battery life of a device', 'parameters': {'type': 'object', 'properties': {'battery_capacity': {'type': 'number', 'description': 'The battery capacity in milliampere-hours (mAh)'}, 'power_consumption': {'type': 'number', 'description': 'The power consumption of the device in watts'}}, 'required': ['battery_capacity', 'power_consumption']}}"
get_city_population,"{'name': 'get_city_population', 'description': 'Get the population of a city', 'parameters': {'type': 'object', 'properties': {'city': {'type': 'string', 'description': 'The name of the city'}, 'country': {'type': 'string', 'description': 'The name of the country'}}, 'required': ['city', 'country']}}"
transfer_funds,"{'name': 'transfer_funds', 'description': 'Transfer funds from one account to another', 'parameters': {'type': 'object', 'properties': {'from_account': {'type': 'string', 'description': 'The account to transfer from'}, 'to_account': {'type': 'string', 'description': 'The account to transfer to'}, 'amount': {'type': 'number', 'description': 'The amount to transfer'}}, 'required': ['from_account', 'to_account', 'amount']}}"
analyze_tweets,"{'name': 'analyze_tweets', 'description': 'Analyze tweets based on a given query', 'parameters': {'type': 'object', 'properties': {'query': {'type': 'string', 'description': 'The query to search for in tweets'}, 'count': {'type': 'integer', 'description': 'The number of tweets to analyze'}, 'language': {'type': 'string', 'description': 'The language of the tweets'}}, 'required': ['query', 'count']}}"
create_new_contact,"{'name': 'create_new_contact', 'description': 'Create a new contact in the address book', 'parameters': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the contact'}, 'phone': {'type': 'string', 'description': 'The phone number of the contact'}, 'email': {'type': 'string', 'description': 'The email address of the contact'}}, 'required': ['name', 'phone']}}"
scan_barcode,"{'name': 'scan_barcode', 'description': 'Scan a barcode and retrieve information', 'parameters': {'type': 'object', 'properties': {'image': {'type': 'string', 'description': 'The image of the barcode'}}, 'required': ['image']}}"
get_forecast_weather,"{'name': 'get_forecast_weather', 'description': 'Get the weather forecast for the next 7 days', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The city and state, e.g. London, UK'}}, 'required': ['location']}}"
get_upcoming_concerts,"{'name': 'get_upcoming_concerts', 'description': 'Get a list of upcoming concerts in a specified city', 'parameters': {'type': 'object', 'properties': {'city': {'type': 'string', 'description': 'The city to search for concerts'}}, 'required': ['city']}}"
reserve_table,"{'name': 'reserve_table', 'description': 'Reserve a table at a restaurant', 'parameters': {'type': 'object', 'properties': {'restaurant': {'type': 'string', 'description': 'The name of the restaurant'}, 'date': {'type': 'string', 'format': 'date', 'description': 'The reservation date'}, 'time': {'type': 'string', 'format': 'time', 'description': 'The reservation time'}, 'party_size': {'type': 'integer', 'description': 'The size of the party'}}, 'required': ['restaurant', 'date', 'time', 'party_size']}}"
calculate_car_loan,"{'name': 'calculate_car_loan', 'description': 'Calculate the monthly payment for a car loan', 'parameters': {'type': 'object', 'properties': {'car_price': {'type': 'number', 'description': 'The price of the car'}, 'down_payment': {'type': 'number', 'description': 'The amount of down payment'}, 'loan_term': {'type': 'integer', 'description': 'The term of the loan in months'}, 'interest_rate': {'type': 'number', 'description': 'The annual interest rate for the loan'}}, 'required': ['car_price', 'down_payment', 'loan_term', 'interest_rate']}}"
get_facts,"{'name': 'get_facts', 'description': 'Get interesting facts about a specific topic', 'parameters': {'type': 'object', 'properties': {'topic': {'type': 'string', 'description': 'The topic for which to retrieve facts'}}, 'required': ['topic']}}"
search_dictionary,"{'name': 'search_dictionary', 'description': 'Search for the meaning of a word in the dictionary', 'parameters': {'type': 'object', 'properties': {'word': {'type': 'string', 'description': 'The word to search in the dictionary'}}, 'required': ['word']}}"
generatePassword,"{'name': 'generatePassword', 'description': 'Generate a random password with specified length and complexity', 'parameters': {'type': 'object', 'properties': {'length': {'type': 'integer', 'description': 'The length of the password'}, 'complexity': {'type': 'string', 'description': 'The complexity level of the password (low, medium, high)'}}, 'required': ['length', 'complexity']}}"
calculateDistance,"{'name': 'calculateDistance', 'description': 'Calculate the distance between two locations', 'parameters': {'type': 'object', 'properties': {'origin': {'type': 'string', 'description': 'The starting location'}, 'destination': {'type': 'string', 'description': 'The destination location'}}, 'required': ['origin', 'destination']}}"
